4885	10.0	
4924	10.0	
5071	8.5	
5296	8.5	
5090	8.5	
4855	8.5	
1850	8.5	
5133	8.5	
2352	8.0	
2288	8.0	
5494	8.0	
5449	8.0	
2071	8.0	
2286	8.0	
5497	8.0	
5270	8.0	
5288	8.0	
2151	8.0	
5481	6.5	
4735	6.5	
5438	6.5	
4944	6.5	
5281	6.5	
5286	6.5	
1865	6.5	
5491	6.5	
5240	6.5	
4878	6.5	
5501	6.5	
5127	6.5	
2016	6.0	
5530	6.0	
5298	6.0	
5351	6.0	
1956	6.0	
4875	6.0	
5174	6.0	
2099	6.0	
5489	6.0	
2374	6.0	
4648	6.0	
5081	6.0	
2079	6.0	
4856	6.0	
2161	6.0	
2178	6.0	
5487	6.0	
5274	6.0	
2291	6.0	
5539	6.0	
2326	6.0	
4941	6.0	
2359	6.0	
5239	6.0	
5275	6.0	
2012	6.0	
4871	6.0	
5302	5.5	
5434	5.5	
5461	5.5	
2134	5.5	
5314	5.5	
2428	5.5	
2452	5.5	
2368	5.5	
5104	5.5	
5474	5.5	
2351	5.5	
5022	5	
1958	5	
2290	5	
1964	5	
1668	5	
5342	5	
4889	5	
4477	5	
5020	5	
2089	5	
5234	5	
4900	5	
4690	5	
4792	5	
5118	5	
4921	5	
1816	5	
4588	5	
2063	5	
2150	5	
2110	5	
1960	5	
4585	5	
2021	5	
5101	5	
2216	5	
4046	5	
2033	5	
5237	5	
2265	5	
5228	5	
5340	5	
2287	5	
4940	5	
5293	5	
2184	5	
5566	3.33	
1855	3.33	
5514	3.33	
4981	3.33	
5161	3.33	
4782	3.1	
1965	3.1	
2006	3.1	
5114	3.1	
5447	3.1	
1556	3.1	
5370	3.1	
5042	3.1	
4763	3.1	
2029	3.0	
5459	3.0	
5185	3.0	
5454	3.0	
2018	3.0	
5284	3.0	
5148	3.0	
2342	3.0	
5135	3.0	
2381	3.0	
5399	3.0	
5278	3.0	
5109	3.0	
4400	3.0	
1229	3.0	
5453	3.0	
5386	3.0	
4583	3.0	
2084	3.0	
5511	3.0	
5527	2.83	
5047	2.83	
5213	2.83	
1737	2.83	
4693	2.83	
5414	2.83	
2345	2.83	
5235	2.6	
2014	2.6	
5269	2.6	
4482	2.5	
2382	2.5	
2131	2.43	
4870	2.43	
1073	2.33	
5524	1.5	
2147	1.5	
5568	1.1	
1962	1.1	
1988	1.1	
2119	1.1	
2163	1.1	
4617	1.1	
2407	1.1	
2191	1.1	
2251	1.0	
1690	1.0	
5092	1.0	
2088	1.0	
2202	1.0	
5405	1.0	
2278	1.0	
2275	1.0	
2249	1.0	
2145	1.0	
5546	1.0	
2139	1.0	
5250	1.0	
2214	1.0	
2160	1.0	
2227	1.0	
2225	1.0	
1803	1.0	
2074	1.0	
1973	1.0	
4631	1.0	
1861	0.93	
1152	0.93	
1821	0.93	
1255	0.93	
5482	0.83	
1970	0.83	
2061	0.83	
4857	0.83	
1967	0.83	
4834	0.83	
1760	0.83	
5366	0.83	
2380	0.83	
5162	0.6	
5466	0.6	
5350	0.6	
5310	0.6	
4912	0.6	
2174	0.6	
1931	0.6	
5306	0.6	
5512	0.6	
2008	0.6	
2072	0.6	
2411	0.5	
2309	0.5	
5559	0.5	
1975	0.5	
2392	0.5	
1783	0.5	
5283	0.43	
4945	0.43	
5159	0.43	
2391	0.43	
5544	0.43	
2413	0.43	
4459	0.43	
5368	0.43	
5319	0.33	
5218	0.33	
5460	0.33	
2041	0.33	
2289	0.33	
2122	0.33	
4728	0.33	
4841	0.33	
1881	0.33	
5300	0.33	
2168	0.33	
2239	0.33	
4542	0.33	
2203	0.33	
5496	0.33	
2007	0.33	
1239	0.1	
2159	0.1	
5510	0.1	
5569	0.1	
5260	0.0	
2370	0.0	
2424	0.0	
4712	0.0	
4662	0.0	
1852	0.0	
2078	0.0	
5058	0.0	
5040	0.0	
2357	0.0	
5183	0.0	
1838	0.0	
2235	0.0	
1987	0.0	
5259	0.0	
5535	0.0	
2307	0.0	
2354	0.0	
5035	0.0	
2165	0.0	
5311	0.0	
5439	0.0	
5075	0.0	
5166	0.0	
2257	0.0	
1736	0.0	
2266	0.0	
5328	0.0	
2107	0.0	
1656	0.0	
1756	0.0	
4106	0.0	
4894	0.0	
2299	0.0	
1148	0.0	
2051	0.0	
5423	0.0	
2136	0.0	
2123	0.0	
1643	0.0	
5272	0.0	
1952	0.0	
5377	0.0	
2274	0.0	
4863	0.0	
5128	0.0	
2121	0.0	
1950	0.0	
5354	0.0	
2111	0.0	
2344	0.0	
5225	0.0	
2185	0.0	
1986	0.0	
1772	0.0	
5014	0.0	
2169	0.0	
2292	0.0	
2133	0.0	
1982	0.0	
4595	0.0	
2268	0.0	
4618	0.0	
2252	0.0	
4248	0.0	
2154	0.0	
2167	0.0	
4261	0.0	
2246	0.0	
2104	0.0	
2271	0.0	
